business_category,sub_category,brand,product,quantity,price,mainCategory,midCategory,category,qty,unit
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Azad,Vermicelli - Roasted,200 g Pouch,MRP: Rs 45,snacks-branded-foods,noodle-pasta-vermicelli,vermicelli,200,g
Personal Care,Deo & Fragrance,The Man Company,Non-Gas Body Perfume For Men - Noir,120 ml,Rs 261.75,beauty-hygiene,fragrances-deos,perfume,120,ml
Grocery/General Stores,Stationery,Classmate,"Long Notebook-Unruled+Ruled, Single Line (172Pages)+Single Line, Ruled 160Pages",Combo 3 Items,Rs 143,cleaning-household,stationery,notebooks-files-folders,3,pc
Grocery/General Stores,Stationery,Apsara,Writing Kit,1 pc,Rs 245,cleaning-household,stationery,exam-pads-pencil-box,1,pc
Grocery/General Stores,Breakfast Cereals,Slurrp Farm,Millet Pancake Mix - Chocolate & Supergrains,150 g,MRP: Rs 149,snacks-branded-foods,breakfast-cereals,kids-cereal,150,g
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Turn Organic,Organic - Sugar/Sakkare White,1 kg Pouch - Rs 112.50,Rs 112.50,foodgrains-oil-masala,organic-staples,organic-sugar-jaggery,1,kg
Grocery/General Stores,Household and Kitchen needs,Rise N Shine,Cleaning Cloth - White,9 pcs,Rs 99,cleaning-household,mops-brushes-scrubs,dust-cloth-wipes,9,pc
Grocery/General Stores,Household and Kitchen needs,Gebi,Plastic Clip Mop - 350,1 pc,Rs 249,cleaning-household,mops-brushes-scrubs,mops-wipers,1,pc
Grocery/General Stores,Breakfast Cereals,Yoga bar,"Protein Variety Bar - Chocolate Brownie, Cranberry, Almond Fudge, Hazelnut",60 g Pack of 6 - Rs615.12,Rs 615.12,gourmet-world-food,cereals-breakfast,cereal-granola-bar,60,g
Personal Care,Deo & Fragrance,Layerr,"Wottagirl! Perfume Spray - Heaven, Classic",135 ml,Rs 199.20,beauty-hygiene,fragrances-deos,perfume,135,ml
Grocery/General Stores,Household and Kitchen needs,HAZEL,4mm Aluminium Induction Base Chapati Roti Tawa - Silver,1 pc,Rs 529,kitchen-garden-pets,cookware-non-stick,tawa-sauce-pan,1,pc
Grocery/General Stores,Ghee and Oil,Amul,High Aroma Cow Ghee/Tuppa,500 ml Jar - Rs 259.00,Rs 259,foodgrains-oil-masala,edible-oils-ghee,ghee-vanaspati,500,ml
Personal Care,Feminine Hygiene,Whisper,Ultra Soft Air Fresh Sanitary Pads - XL Plus,30 pcs - Rs 314.00,Rs 314,beauty-hygiene,feminine-hygiene,sanitary-napkins,30,pc
Grocery/General Stores,Pet food and accessories,Captain Zack,Shea Pleasure Sniffing You Anti-Fungal Free Dog Shampoo,4 L,MRP: Rs 5600,kitchen-garden-pets,pet-food-accessories,pet-cleaning-grooming,4,l
Grocery/General Stores,Health care,Dettol,Antiseptic Liquid 1 L + Disinfectant Spray- Spring Blossom 225 ml,Combo 2 Items,Rs 438.72,beauty-hygiene,health-medicine,antiseptics-bandages,2,pc
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",Daawat,Rozana Basmati Rice - Gini,10 Kg,Rs 670,foodgrains-oil-masala,rice-rice-products,basmati-rice,10,kg
Personal Care,Deo & Fragrance,Skinn by Titan,Verge Perfume For Men - EDP,20 ml - Rs 505.75,Rs 505.75,beauty-hygiene,fragrances-deos,eau-de-parfum,20,ml
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",MTR,Ready To Eat - Tomato Rice,250 g,MRP: Rs 99,snacks-branded-foods,ready-to-cook-eat,heat-eat-ready-meals,250,g
Grocery/General Stores,Ghee and Oil,Fortune,Rice Bran Oil,1 L Pouch,Rs 178,foodgrains-oil-masala,edible-oils-ghee,sunflower-rice-bran-oil,1,l
Grocery/General Stores,Pet food and accessories,Glenand,"Padded Lead - 1 inch, Grey Colour",1 Pc,MRP: Rs 730,kitchen-garden-pets,pet-food-accessories,pet-collars-leashes,1,pc
Personal Care,Men's Grooming,Axe,Signature Temptation After Shave Lotion,100 ml,MRP: Rs 225,beauty-hygiene,mens-grooming,moustache-beard-care,100,ml
Grocery/General Stores,Dairy products,Amulya,Dairy Whitener,500 g Carton,MRP: Rs 197,bakery-cakes-dairy,dairy,condensed-powdered-milk,500,g
Grocery/General Stores,Ghee and Oil,Turn Organic,Organic - Cold Pressed Ground Nut Oil,500 ml Bottle,Rs 202.50,foodgrains-oil-masala,organic-staples,organic-edible-oil-ghee,500,ml
Grocery/General Stores,"Tea , Coffee and Powders",Twinings,Infusion Tea - Lemon & Ginger,50 g (25 Bags x 2 g each),MRP: Rs 320,beverages,tea,exotic-flavoured-tea,50,g
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains
",Tata Sampann,Kabuli Chana/Kabuli Kadale,1 kg Pouch,Rs 177.60,foodgrains-oil-masala,dals-pulses,toor-channa-moong-dal,1,kg
Grocery/General Stores,Breakfast Cereals,Saffola,Masala Oats - Classic Masala,500 g - Rs 165.75,Rs 165.75,snacks-branded-foods,breakfast-cereals,oats-porridge,500,g
Grocery/General Stores,Biscuits and Cookies,Tasties,Cookies - Honey & Corn Flakes,400 g,Rs 149,bakery-cakes-dairy,cookies-rusk-khari,bakery-biscuits-cookies,400,g
Grocery/General Stores,Dry Fruits & Nuts,Nutraj,Signature Roasted & Salted Cashew/Godambi - W240,200 g,Rs 331,foodgrains-oil-masala,dry-fruits,cashews,200,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",Veeba,Pizza on a Slice Sandwich Spread,310g,₹ 89.00,snacks-branded-foods,spreads-sauces-ketchup,jam-conserve-marmalade,310,g
Grocery/General Stores,"Utensils, Plastics & Storage",Aristo,Solitaire Multipurpose Plastic Basket 224 Without Lid - Assorted Colour,11 L,Rs 149,cleaning-household,bins-bathroom-ware,laundry-storage-baskets,11,l
Personal Care,Men's Grooming,Brylcreem,Styling Cream Original Non Greasy,1 pc,Rs 1080,beauty-hygiene,mens-grooming,hair-care-styling,1,pc
Grocery/General Stores,Health care,Dabur,Badam Tail - 100% Pure Almond Oil,50 ml - Rs 198.00,Rs 198,beauty-hygiene,health-medicine,ayurveda,50,ml
Personal Care,Men's Grooming,USTRAA,Anti Dandruff Hair Shampoo,200 ml,Rs 260.13,beauty-hygiene,mens-grooming,bath-shower,200,ml
Grocery/General Stores,Household and Kitchen needs,Clorox,Disinfecting Wipes Fresh Scent,30 pcs Flow Pack,MRP: Rs 250,cleaning-household,all-purpose-cleaners,imported-cleaners,30,pc
Grocery/General Stores,Biscuits and Cookies,marshmallow,Fluffy Marshmallow - Vegetarian,140 g,MRP: Rs 150,gourmet-world-food,chocolates-biscuits,marshmallow-candy-jelly,140,g
Grocery/General Stores,"Utensils, Plastics & Storage",Nirlon,Non-Stick Cookware Set With Glass Lid & Nylon Spoon-Granite Coating - Red,7 pcs,Rs 1149,kitchen-garden-pets,cookware-non-stick,cookware-sets,7,pc
Grocery/General Stores,"Utensils, Plastics & Storage",Anjali,Vegetable/Fruit Easy Mini Chopper With Lassi Blade - Green & Grey,1 pc,Rs 199,kitchen-garden-pets,kitchen-accessories,choppers-graters,1,pc
Personal Care,Deo & Fragrance,Old Spice,After Beard Lotion - (Musk),150 ml,Rs 270,beauty-hygiene,mens-grooming,moustache-beard-care,150,ml
Grocery/General Stores,Household and Kitchen needs,Cillit Bang,Power Cleaner Grease and Sparkle Kitchen Cleaner,750 ml,₹ 699.00,cleaning-household,all-purpose-cleaners,disinfectant-spray-cleaners,750,ml
Grocery/General Stores,Health care,Tulips,Cotton Pads,50 pcs,MRP: Rs 80,beauty-hygiene,health-medicine,cotton-ear-buds,50,pc
Grocery/General Stores,Household and Kitchen needs,Harpic,Power Plus Original Liquid Toilet Cleaner,200 ml,Rs 38,cleaning-household,all-purpose-cleaners,disinfectant-spray-cleaners,200,ml
Grocery/General Stores,"Utensils, Plastics & Storage",Aristo,Solitaire Multipurpose Rectangular Plastic Basket 335 Without Lid - Assorted Colour,15 L,Rs 199,cleaning-household,bins-bathroom-ware,laundry-storage-baskets,15,l
Grocery/General Stores,"Utensils, Plastics & Storage",Princeware,Cutting/Chopping/Peeling Board No.2 - Blue,1 pc,Rs 129,kitchen-garden-pets,kitchen-accessories,choppers-graters,1,pc
Grocery/General Stores,"Spreads, Sauces and Canned Food",HappyChef,Thai Sweet Chilli Sauce,300 g,Rs 149,gourmet-world-food,sauces-spreads-dips,thai-asian-sauces,300,g
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Top Ramen,Noodles - Curry Veg,280 g Pouch - Rs 70.00,Rs 70,snacks-branded-foods,noodle-pasta-vermicelli,instant-noodles,280,g
Grocery/General Stores,Frozen Veggies & Snacks,Amul Happy Treats,Ready to Cook & Serve - Cheese Onion Pockets,320 g + 40 g,Rs 125,snacks-branded-foods,frozen-veggies-snacks,frozen-veg-snacks,320,g
Grocery/General Stores,Household and Kitchen needs,Fortune,Rinse Aid,500 ml,MRP: Rs 150,cleaning-household,all-purpose-cleaners,imported-cleaners,500,ml
Grocery/General Stores,Biscuits and Cookies,Britannia,Little Hearts Biscuits,75 g,Rs 18,snacks-branded-foods,biscuits-cookies,cookies,75,g
Personal Care,Deo & Fragrance,Armaf,Perfume Body Spray - Tag Her For Women,200 ml,Rs 475,beauty-hygiene,fragrances-deos,body-sprays-mists,200,ml
Grocery/General Stores,"Spreads, Sauces and Canned Food",Happilo,"Peanut Butter - Crunchy, Super",1 kg Jar,Rs 209.40,gourmet-world-food,sauces-spreads-dips,chocolate-peanut-spread,1,kg
Grocery/General Stores,"Spreads, Sauces and Canned Food",Sundrop,"Peanut Butter - 100% Natural, Creamy",924 g,MRP: Rs 325,snacks-branded-foods,spreads-sauces-ketchup,choco-nut-spread,924,g
Personal Care,Men's Grooming,Beardo,Activated Charcoal Bodywash,200 ml,Rs 213,beauty-hygiene,mens-grooming,bath-shower,200,ml
Personal Care,Hair Care,Hair & Care,"Non-Sticky Hair Oil For Damage Repair - Aloe Vera, Olive Oil & Green Tea",100 ml - Rs 60.00,MRP: Rs 60,beauty-hygiene,hair-care,hair-oil-serum,100,ml
Grocery/General Stores,Ghee and Oil,Sundrop,Heart Oil - Vegetable,3 L Jar,MRP: Rs 599,foodgrains-oil-masala,edible-oils-ghee,blended-cooking-oils,3,l
Grocery/General Stores,Batteries and Electonic Acessories ,Panasonic,Coin Battery - Lithium,5 pcs,Rs 169,kitchen-garden-pets,appliances-electricals,battery-electrical,5,pc
Grocery/General Stores,"Spreads, Sauces and Canned Food",Langnese,Pure Bee Honey - Golden Clear,500 g,MRP: Rs 890,gourmet-world-food,sauces-spreads-dips,honey-maple-syrup,500,g
Grocery/General Stores,Household and Kitchen needs,Maruti,Stainless Steel Cloth Clip - Premium,12 pcs,MRP: Rs 300,cleaning-household,bins-bathroom-ware,hangers-clips-rope,12,pc
Personal Care,Men's Grooming,The Man Company,Anti Dandruff Shampoo For Men With Apple Cider Vinegar,200 ml,Rs 454.35,beauty-hygiene,mens-grooming,bath-shower,200,ml
Grocery/General Stores,Dairy products,Epigamia,Greek Yogurt - Alphonso Mango,400 g,MRP: Rs 180,gourmet-world-food,dairy-cheese,flavoured-greek-yogurt,400,g
Grocery/General Stores,Household and Kitchen needs,Lizol ,Disinfectant Surface & Floor Cleaner Liquid - Neem,975 ml,Rs 179,cleaning-household,all-purpose-cleaners,disinfectant-spray-cleaners,975,ml
Personal Care,Hair Care,Schwarzkopf,Taft Looks Titane Power Gel - Ultimate Hold 6,150 ml,MRP: Rs 425,beauty-hygiene,hair-care,hair-styling,150,ml
Grocery/General Stores,Breakfast Cereals,Saffola,FITTIFY Gourmet Hi-Protein Slim Meal Shake - Coffee Caramel,420 gm,Rs 1399,beauty-hygiene,health-medicine,supplements-proteins,420,g
Grocery/General Stores,"Utensils, Plastics & Storage",Milton,New Orchid Jr. Casserole For Roti/Chapati Gift Set - Dark-Brown,3 pcs,Rs 769,kitchen-garden-pets,flask-casserole,casserole,3,pc
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",24 Mantra,Organic Wheat Daliya,500 g Pouch,MRP: Rs 48,foodgrains-oil-masala,organic-staples,organic-flours,500,g
Grocery/General Stores,Breakfast Cereals,Kelloggs,Chocos Magic Hearts,325 g,MRP: Rs 185,snacks-branded-foods,breakfast-cereals,kids-cereal,325,g
Grocery/General Stores,Pooja essentials,Diyaz,"Wax Diya - Assorted Colour, ED124F",4 pcs,Rs 109,cleaning-household,pooja-needs,candles-match-box,4,pc
Grocery/General Stores,"Utensils, Plastics & Storage",Nakoda,Turbo Bucket - Assorted Colour,9 L,MRP: Rs 180,cleaning-household,bins-bathroom-ware,buckets-mugs,9,l
Grocery/General Stores,Chocolates,Cadbury Bournville,"Bournville Dark Chocolate Bar, Raisin and Nuts",80 g,Rs 100,snacks-branded-foods,chocolates-candies,chocolates,80,g
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Mdh,Chunky Chat,100 g Carton,Rs 63.05,foodgrains-oil-masala,masalas-spices,blended-masalas,100,g
Grocery/General Stores,Dairy products,London Dairy,Ice Cream - Yoghurt Berry Delight,500 ml Tub,Rs 382.50,gourmet-world-food,dairy-cheese,gourmet-ice-cream,500,ml
Grocery/General Stores,Baking Equipments,Klassic,"Aluminium Heart Shape Cake Mould , KL-61",3 pcs,Rs 499,kitchen-garden-pets,bakeware,bakeware-accessories,3,pc
Grocery/General Stores,Pet food and accessories,Captain Zack,The Labrador Groom Box,7 pcs,MRP: Rs 2250,kitchen-garden-pets,pet-food-accessories,pet-cleaning-grooming,7,pc
Grocery/General Stores,Household and Kitchen needs,Iveo,100% Melamine Tumbler Set - Yellow,2 pcs,Rs 149,kitchen-garden-pets,crockery-cutlery,plates-bowls,2,pc
Personal Care,Hair Care,Set Wet,"Global Global Edition Perfume Spray For Men, New York Nights",120 ml,Rs 250,beauty-hygiene,fragrances-deos,body-sprays-mists,120,ml
Personal Care,Body Care,INATUR,Sandal Fairness Body Scrub,150 g,Rs 330,beauty-hygiene,bath-hand-wash,body-scrubs-exfoliants,150,g
Grocery/General Stores,Household and Kitchen needs,Ambi Pur,Air Effects Air Freshener - 275 G (Sandalwood),275g,Rs 275.00,cleaning-household,fresheners-repellents,air-freshner,275,g
Personal Care,Deo & Fragrance,Ajmal,Shiro EDP Citrus Perfume For Men,90 ml,Rs 2145,beauty-hygiene,fragrances-deos,eau-de-parfum,90,ml
Grocery/General Stores,Breakfast Cereals,Kelloggs,Chocos Crunchy Bites,26 g,MRP: Rs 10,snacks-branded-foods,breakfast-cereals,kids-cereal,26,g
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",24 Mantra,Organic Flour - Rice,500 g Pouch,MRP: Rs 50,foodgrains-oil-masala,organic-staples,organic-flours,500,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",Under The Mango Tree,Jamun Honey,200 g Jar,MRP: Rs 295,snacks-branded-foods,spreads-sauces-ketchup,honey,200,g
Personal Care,Body Care,Palmolive,Body Wash Luminous Oils Invigorating Shower Gel With 100% Natural Macadamia Oil & Peony Extracts,750 ml - Rs 359.40,Rs 359.40,beauty-hygiene,bath-hand-wash,shower-gel-body-wash,750,ml
Grocery/General Stores,"Utensils, Plastics & Storage",LaOpala,Opalware Dinner Set - English Lavender,23 pcs,Rs 1919,kitchen-garden-pets,crockery-cutlery,dinner-sets,23,pc
Grocery/General Stores,"Water, Cold Drinks and Fruit Juices",Real Activ,Cucumber Spinach Juice with No Added Sugar or Preservatives,1 L,Rs 108,beverages,fruit-juices-drinks,unsweetened-cold-press,1,l
Grocery/General Stores,Batteries and Electonic Acessories ,Milltec,Evo - 3 Pin Universal Multi-travel PlugÂ 1071,1 pc,Rs 159,kitchen-garden-pets,appliances-electricals,battery-electrical,1,pc
Grocery/General Stores,Household and Kitchen needs,Odomos,Cream - Non-Sticky Mosquito Repellent (With Vitamin E & Almond),50 g Tube,MRP: Rs 50,cleaning-household,fresheners-repellents,mosquito-repellent,50,g
Grocery/General Stores,Pickles & Chutney,Spice Story,Date & Tamarind Chutney,200 g,Rs 100,snacks-branded-foods,pickles-chutney,chutney-powder,200,g
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Koka,Instant Noodles - Aglio Olio,60 g,Rs 67.50,gourmet-world-food,pasta-soup-noodles,imported-noodles,60,g
Grocery/General Stores,Batteries and Electonic Acessories ,Eveready,"Carbon Zinc D Size Battery - Heavy Duty, 1050 R20",2 pcs,Rs 58,kitchen-garden-pets,appliances-electricals,battery-electrical,2,pc
Grocery/General Stores,Stationery,Pidilite,Fevikwik - SM One Drop Instant Adhesive,3 g - Rs 29.00,Rs 29,cleaning-household,stationery,scissor-glue-tape,3,g
Grocery/General Stores,"Tea , Coffee and Powders",Teamonk,Nilgiri Black Tea - Hozo Orange Pekoe,125 g,Rs 199.50,beverages,tea,exotic-flavoured-tea,125,g
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains
",Safe Harvest,Mung Whole - Pesticide Free,500 g,Rs 81.18,foodgrains-oil-masala,dals-pulses,toor-channa-moong-dal,500,g
Personal Care,Hair Care,Loreal Paris,"Excellence Creme Hair Color 72ml + 100g, 1 Black + Color Protect Shampoo 175ml",Combo 2 Items,Rs 631.54,beauty-hygiene,hair-care,hair-color,2,pc
Grocery/General Stores,Pooja essentials,Amrutha,Dhoop Sticks - Shahi Gulab Premium,150 g,MRP: Rs 105,cleaning-household,pooja-needs,agarbatti-incense-sticks,150,g
Grocery/General Stores,Breakfast Cereals,True Elements,Multigrain Diet Muesli,1 kg,Rs 506,snacks-branded-foods,breakfast-cereals,muesli,1,kg
Personal Care,Body Care,Parachute,"Advansed Refresh Body Lotion, 100% Natural Moisturisers",250ml,Rs 190,beauty-hygiene,skin-care,body-care,250,ml
Grocery/General Stores,Candies and Mints,Candyman,Chocolate Fruitee Fun,800 g Bottle,MRP: Rs 150,snacks-branded-foods,chocolates-candies,toffee-candy-lollypop,800,g
Grocery/General Stores,Household and Kitchen needs,Anjali,Non-Stick Multi Pan With Stainless Steel Lid - Black,1 pc,Rs 429,kitchen-garden-pets,cookware-non-stick,kadai-fry-pans,1,pc
Grocery/General Stores,Ghee and Oil,Oleiva Gold,Olive Oil - Extra Virgin,500 ml Bottle,MRP: Rs 693,foodgrains-oil-masala,edible-oils-ghee,olive-canola-oils,500,ml
Grocery/General Stores,"Spreads, Sauces and Canned Food",Healthy Gut,"Raw Organic Apple Cider Vinegar - With Mother, Unpasteurised, Vegan & Gluten Free",500 ml,MRP: Rs 599,snacks-branded-foods,spreads-sauces-ketchup,vinegar,500,ml
Grocery/General Stores,Household and Kitchen needs,Manya,Stainless Steel Copper Bottom Baby Vanna Chetty - Cook & Serve,3 pcs,Rs 175,kitchen-garden-pets,steel-utensils,steel-storage-containers,3,pc
Grocery/General Stores,Health Drinks & Supplements,Dabur,Gluco Plus C Orange – 500 g (Get Sipper Free),400 g,Rs 146.70,beverages,health-drink-supplement,glucose-powder-tablets,400,g
Grocery/General Stores,Dairy products,MilkLane,Curd,500 ml Pouch - Rs 42.00,MRP: Rs 42,bakery-cakes-dairy,dairy,curd,500,ml
Personal Care,Feminine Hygiene,STAYFREE,Secure XL Cottony Soft 20pcs+ Dry-Max All Night Ultra-Dry XL 14pcs (With Wings),Combo 2 Items,Rs 262.50,beauty-hygiene,feminine-hygiene,sanitary-napkins,2,pc
Grocery/General Stores,Ghee and Oil,Turn Organic,Organic - Ghee/Tuppa,225 g Bottle,MRP: Rs 349,foodgrains-oil-masala,organic-staples,organic-edible-oil-ghee,225,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",HappyChef,Szechwan Original Sauce,280 g,Rs 119,gourmet-world-food,sauces-spreads-dips,thai-asian-sauces,280,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",Skippy,Peanut Butter - Super Chunk,462 g Jar,MRP: Rs 415,gourmet-world-food,sauces-spreads-dips,chocolate-peanut-spread,462,g
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains
",Saffola,Mealmaker - Soya Chunks,400 g No - Rs 69.00,Rs 69,foodgrains-oil-masala,dals-pulses,cereals-millets,400,g
Personal Care,Deo & Fragrance,Nike,Woman - Azure Body Mist,200 ml,Rs 195.30,beauty-hygiene,fragrances-deos,body-sprays-mists,200,ml
Grocery/General Stores,Household and Kitchen needs,Elephant,Stainless Steel Net Cover - 20 cm,1 pc,Rs 125,kitchen-garden-pets,kitchen-accessories,kitchen-tools-other-accessories,1,pc
Grocery/General Stores,Stationery,Pilot,Hi-Techpoint V-7 Grip Pen - Blue,1 pc,Rs 79,cleaning-household,stationery,pen-pencils,1,pc
Personal Care,Skin Care,Clean & Clear,Pimple Clearing Face Wash,80 g,Rs 130,beauty-hygiene,skin-care,face-care,80,g
Grocery/General Stores,Breakfast Cereals,Soulfull,Millet Muesli - Chocolate & Cranberry,500 g,MRP: Rs 399,snacks-branded-foods,breakfast-cereals,muesli,500,g
Grocery/General Stores,Stationery,Natraj,Geometry Box - Original,1 pc,Rs 63,cleaning-household,stationery,exam-pads-pencil-box,1,pc
Grocery/General Stores,Bread and bakery,Elite,Dreams Cup Cake - Chocolate,160 g pack of 6,MRP: Rs 50,bakery-cakes-dairy,cakes-pastries,tea-cakes-slice-cakes,160,g
Grocery/General Stores,Biscuits and Cookies,Britannia,Milk Bikis Milk Cream Biscuits,100 g - Rs 18.81,Rs 18.81,snacks-branded-foods,biscuits-cookies,cream-biscuits-wafers,100,g
Grocery/General Stores,Frozen Veggies & Snacks,McCain,Mini Samosa - Cheese Corn,240 g,Rs 108,snacks-branded-foods,frozen-veggies-snacks,frozen-veg-snacks,240,g
Grocery/General Stores,Household and Kitchen needs,Maruti,Premium Stainless Steel Cloth Clip I10,12 pcs,MRP: Rs 240,cleaning-household,bins-bathroom-ware,hangers-clips-rope,12,pc
Milk & Milk Products,Milk,Nandini,Goodlife - Toned Milk,500 ml Pouch,MRP: Rs 26,bakery-cakes-dairy,dairy,milk,500,ml
Grocery/General Stores,"Utensils, Plastics & Storage",LaOpala,Opalware La Opala Dinner Set WL - Trinity Green,23 pcs,Rs 1919,kitchen-garden-pets,crockery-cutlery,dinner-sets,23,pc
Personal Care,Baby Care,Mee Mee,"Feeding Bottle - Premium Glass, Pink",125 ml,MRP: Rs 279,baby-care,feeding-nursing,sippers-bottles,125,ml
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Mother's Recipe,Paste - Garlic,200 g Pouch,MRP: Rs 50,foodgrains-oil-masala,masalas-spices,cooking-pastes,200,g
Personal Care,Hair Care,TRESemme,Keratin Smooth Conditioner,190 ml,Rs 162,beauty-hygiene,hair-care,shampoo-conditioner,190,ml
Grocery/General Stores,"Spreads, Sauces and Canned Food",HappyChef,Pizza Sauce,270 g,Rs 99,gourmet-world-food,sauces-spreads-dips,mustard-cheese-sauces,270,g
Grocery/General Stores,Household and Kitchen needs,Claycraft,Oxford Milk Mug - Carpet 301,300 ml,Rs 139,kitchen-garden-pets,crockery-cutlery,cups-mugs-tumblers,300,ml
Grocery/General Stores,Pet food and accessories,Kolan,"Eco-Friendly Pet Wipes/Grooming Wipes For Dogs, Cats & Other Pets",60 pcs (Pack of 5),MRP: Rs 1975,kitchen-garden-pets,pet-food-accessories,pet-cleaning-grooming,60,pc
Grocery/General Stores,Household and Kitchen needs,Frosch,Baking Soda All-purpose Cleaner - Trigger,500 ml,MRP: Rs 359,cleaning-household,detergents-dishwash,dishwash-liquids-pastes,500,ml
Grocery/General Stores,"Water, Cold Drinks and Fruit Juices",Open Secret,"Nutty Shake Mix - With Prebiotics,Probiotics & Fibre, Kesar Badam",225 g,MRP: Rs 349,beverages,health-drink-supplement,kids-5yrs,225,g
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",MAGGI,Cuppa Noodles - Masala,70 g,Rs 42,snacks-branded-foods,noodle-pasta-vermicelli,cup-noodles,70,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",Remia,Mayonnaise - Mayolite,500 g Bottle,MRP: Rs 325,snacks-branded-foods,spreads-sauces-ketchup,mayonnaise,500,g
Grocery/General Stores,Stationery,Classmate,"Gel Pen Blue, Octane, Blister 5pc+Notebook King Size Ruled, College Spiral 200pg",Combo 2 Items,Rs 100,cleaning-household,stationery,notebooks-files-folders,2,pc
Grocery/General Stores,"Tea , Coffee and Powders",Typhoo,Green Tea,50 g (25 Bags x 2 g each),Rs 178,beverages,tea,green-tea,50,g
Grocery/General Stores,Health Drinks & Supplements,Soulfull,"Smoothix - Almond, Single Serve",30 g,MRP: Rs 30,beverages,health-drink-supplement,men-women,30,g
Grocery/General Stores,Frozen Veggies & Snacks,Buffet,Green Peas,200 g Pouch,MRP: Rs 60,snacks-branded-foods,frozen-veggies-snacks,frozen-vegetables,200,g
Grocery/General Stores,Household and Kitchen needs,GlanzMeister,Dishwasher All In One Gel Capsule,720 g,Rs 729,cleaning-household,all-purpose-cleaners,imported-cleaners,720,g
Chicken and meat,Chicken,La Carne,Pork Nuremburg Sausage,500 g PKT,MRP: Rs 425,eggs-meat-fish,sausages-bacon-salami,pork-ham,500,g
Personal Care,Deo & Fragrance,Remy Marquis,Natural Spray Perfume - Shalis For Men,100 ml,MRP: Rs 3000,beauty-hygiene,fragrances-deos,body-sprays-mists,100,ml
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",Organic Tattva,Sonamasuri Hand Pounded,5 kg Pouch,Rs 498.75,foodgrains-oil-masala,organic-staples,organic-rice-other-rice,5,kg
Grocery/General Stores,Ghee and Oil,Kpl,Shudhi - Coconut Oil,500 ml Pouch - Rs 176.00,MRP: Rs 176,foodgrains-oil-masala,edible-oils-ghee,other-edible-oils,500,ml
Personal Care,Oral Care,Lexus,Tongue Cleaner - Copper 006,1 pc Carton,MRP: Rs 159,beauty-hygiene,oral-care,floss-tongue-cleaner,1,pc
Grocery/General Stores,Chips and Crisps,4700BC,Gourmet Popcorn - Sriracha Lime Cheese,35 g,Rs 33.15,gourmet-world-food,snacks-dry-fruits-nuts,gourmet-popcorn,35,g
Grocery/General Stores,Ghee and Oil,BORGES,Canola Oil,5 L Bottle - Rs 1175.09,Rs 1175.09,foodgrains-oil-masala,edible-oils-ghee,other-edible-oils,5,l
Grocery/General Stores,"Spreads, Sauces and Canned Food",HappyChef,Jamun Conserve With No Added Sugar,330 g,Rs 149,gourmet-world-food,sauces-spreads-dips,jams-marmalade-spreads,330,g
Personal Care,Baby Care,Pampers,"Active Baby Tape Diapers, Small Size Diapers (SM)",92 pcs,"Rs 1,549",baby-care,diapers-wipes,baby-nappy-pads,92,pc
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Keya,Thyme,27 g,Rs 92.65,foodgrains-oil-masala,masalas-spices,herbs-seasoning,27,g
Grocery/General Stores,Stationery,Classmate,"Ball Pen - Blue, Octane, Blister Pack",5 pcs - Rs44.00,Rs 44,cleaning-household,stationery,pen-pencils,5,pc
Personal Care,Baby Care,Pigeon Baby,"Peristaltic Nursing Bottle Kpp - With 2-Nipple, Large, Red",240 ml Set of 3,MRP: Rs 270,baby-care,feeding-nursing,sippers-bottles,240,ml
Grocery/General Stores,Household and Kitchen needs,Ariel,Complete Detergent Washing Powder- Value Pack,4 kg,Rs 580,cleaning-household,detergents-dishwash,detergent-powder-liquid,4,kg
Chicken and meat,Fish and seafood,Perche Enterprises,Crab - Three Spotted,500 g,MRP: Rs 210,eggs-meat-fish,fish-seafood,other-seafood,500,g
Grocery/General Stores,Stationery,Apsara,White Dustless Chalks,10 pcs,Rs 19,cleaning-household,stationery,colours-crayons,10,pc
Grocery/General Stores,Stationery,KCL,Standard USB 2.0 Cable AM To AF Extension For Computer,1 pc,Rs 169,cleaning-household,stationery,electronic-accessories,1,pc
